"Year","State","County ID","State / County Name","All Ages SAIPE Poverty Universe","All Ages in Poverty Count","All Ages in Poverty Count LB 90%","All Ages in Poverty Count UB 90%","90% Confidence Interval (All Ages in Poverty Count)","All Ages in Poverty Percent","All Ages in Poverty Percent LB 90%","All Ages in Poverty Percent UB 90%","90% Confidence Interval (All Ages in Poverty Percent)","Under Age 18 SAIPE Poverty Universe","Under Age 18 in Poverty Count","Under Age 18 in Poverty Count LB 90%","Under Age 18 in Poverty Count UB 90%","90% Confidence Interval (Under Age 18 in Poverty Count)","Under Age 18 in Poverty Percent","Under Age 18 in Poverty Percent LB 90%","Under Age 18 in Poverty Percent UB 90%","90% Confidence Interval (Under Age 18 in Poverty Percent)","Ages 5 to 17 in Families SAIPE Poverty Universe","Ages 5 to 17 in Families in Poverty Count","Ages 5 to 17 in Families in Poverty Count LB 90%","Ages 5 to 17 in Families in Poverty Count UB 90%","90% Confidence Interval (Ages 5 to 17 in Families in Poverty Count)","Ages 5 to 17 in Families in Poverty Percent","Ages 5 to 17 in Families in Poverty Percent LB 90%","Ages 5 to 17 in Families in Poverty Percent UB 90%","90% Confidence Interval (Ages 5 to 17 in Families in Poverty Percent)","Under Age 5 SAIPE Poverty Universe","Under Age 5 in Poverty Count","Under Age 5 in Poverty Count LB 90%","Under Age 5 in Poverty Count UB 90%","90% Confidence Interval (Under Age 5 in Poverty Count)","Under Age 5 in Poverty Percent","Under Age 5 in Poverty Percent LB 90%","Under Age 5 in Poverty Percent UB 90%","90% Confidence Interval (Under Age 5 in Poverty Percent)","Median Household Income in Dollars","Median Household Income in Dollars LB 90%","Median Household Income in Dollars UB 90%","90% Confidence Interval (Median Household Income in Dollars)"
"2018","36","36111","Ulster County (NY)","170,876","24,389","21,477","27,301","21,477 to 27,301","14.3","12.6","16.0","12.6 to 16.0","30,744","4,993","3,849","6,137","3,849 to 6,137","16.2","12.5","19.9","12.5 to 19.9","22,899","3,470","2,588","4,352","2,588 to 4,352","15.2","11.3","19.1","11.3 to 19.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$63,073","$59,683","$66,463","$59,683 to $66,463"
"2018","36","36113","Warren County (NY)","63,592","6,859","5,688","8,030","5,688 to 8,030","10.8","9.0","12.6","9.0 to 12.6","11,520","1,787","1,340","2,234","1,340 to 2,234","15.5","11.6","19.4","11.6 to 19.4","8,615","1,225","873","1,577","873 to 1,577","14.2","10.1","18.3","10.1 to 18.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$56,694","$53,834","$59,554","$53,834 to $59,554"
"2018","36","36115","Washington County (NY)","58,094","6,637","5,403","7,871","5,403 to 7,871","11.4","9.3","13.5","9.3 to 13.5","11,153","1,781","1,305","2,257","1,305 to 2,257","16.0","11.7","20.3","11.7 to 20.3","8,265","1,258","883","1,633","883 to 1,633","15.2","10.7","19.7","10.7 to 19.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$55,913","$51,859","$59,967","$51,859 to $59,967"
"2018","36","36117","Wayne County (NY)","89,084","8,511","6,905","10,117","6,905 to 10,117","9.6","7.8","11.4","7.8 to 11.4","18,849","2,746","2,060","3,432","2,060 to 3,432","14.6","11.0","18.2","11.0 to 18.2","13,977","1,812","1,268","2,356","1,268 to 2,356","13.0","9.1","16.9","9.1 to 16.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$61,118","$58,284","$63,952","$58,284 to $63,952"
"2018","36","36119","Westchester County (NY)","943,115","78,572","70,284","86,860","70,284 to 86,860","8.3","7.4","9.2","7.4 to 9.2","207,690","21,291","17,335","25,247","17,335 to 25,247","10.3","8.4","12.2","8.4 to 12.2","154,356","13,753","10,870","16,636","10,870 to 16,636","8.9","7.0","10.8","7.0 to 10.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$94,521","$91,325","$97,717","$91,325 to $97,717"
"2018","36","36121","Wyoming County (NY)","36,635","3,627","2,871","4,383","2,871 to 4,383","9.9","7.8","12.0","7.8 to 12.0","7,440","911","652","1,170","652 to 1,170","12.2","8.7","15.7","8.7 to 15.7","5,453","645","439","851","439 to 851","11.8","8.0","15.6","8.0 to 15.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$57,709","$53,474","$61,944","$53,474 to $61,944"
"2018","36","36123","Yates County (NY)","23,643","3,014","2,318","3,710","2,318 to 3,710","12.7","9.8","15.6","9.8 to 15.6","5,310","1,122","787","1,457","787 to 1,457","21.1","14.8","27.4","14.8 to 27.4","3,791","760","504","1,016","504 to 1,016","20.0","13.2","26.8","13.2 to 26.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$51,089","$46,685","$55,493","$46,685 to $55,493"
"2018","37","37000","North Carolina","10,100,381","1,422,154","1,396,634","1,447,674","1,396,634 to 1,447,674","14.1","13.8","14.4","13.8 to 14.4","2,259,485","457,103","444,178","470,028","444,178 to 470,028","20.2","19.6","20.8","19.6 to 20.8","1,650,968","314,320","303,388","325,252","303,388 to 325,252","19.0","18.3","19.7","18.3 to 19.7","594,134","129,669","122,803","136,535","122,803 to 136,535","21.8","20.6","23.0","20.6 to 23.0","$53,922","$53,358","$54,486","$53,358 to $54,486"
"2018","37","37001","Alamance County (NC)","160,487","21,661","18,535","24,787","18,535 to 24,787","13.5","11.6","15.4","11.6 to 15.4","36,406","7,209","5,740","8,678","5,740 to 8,678","19.8","15.8","23.8","15.8 to 23.8","26,799","4,891","3,764","6,018","3,764 to 6,018","18.3","14.1","22.5","14.1 to 22.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$50,480","$48,106","$52,854","$48,106 to $52,854"
"2018","37","37003","Alexander County (NC)","35,739","4,653","3,647","5,659","3,647 to 5,659","13.0","10.2","15.8","10.2 to 15.8","7,373","1,442","1,085","1,799","1,085 to 1,799","19.6","14.8","24.4","14.8 to 24.4","5,558","1,044","781","1,307","781 to 1,307","18.8","14.1","23.5","14.1 to 23.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$49,138","$44,167","$54,109","$44,167 to $54,109"
"2018","37","37005","Alleghany County (NC)","11,023","2,060","1,637","2,483","1,637 to 2,483","18.7","14.9","22.5","14.9 to 22.5","1,902","567","420","714","420 to 714","29.8","22.1","37.5","22.1 to 37.5","1,382","403","289","517","289 to 517","29.2","21.0","37.4","21.0 to 37.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$39,735","$35,713","$43,757","$35,713 to $43,757"
"2018","37","37007","Anson County (NC)","22,799","4,680","3,552","5,808","3,552 to 5,808","20.5","15.6","25.4","15.6 to 25.4","4,807","1,515","1,107","1,923","1,107 to 1,923","31.5","23.0","40.0","23.0 to 40.0","3,542","1,034","721","1,347","721 to 1,347","29.2","20.4","38.0","20.4 to 38.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$38,023","$34,271","$41,775","$34,271 to $41,775"
"2018","37","37009","Ashe County (NC)","26,885","4,542","3,743","5,341","3,743 to 5,341","16.9","13.9","19.9","13.9 to 19.9","4,712","1,235","936","1,534","936 to 1,534","26.2","19.9","32.5","19.9 to 32.5","3,598","840","600","1,080","600 to 1,080","23.3","16.6","30.0","16.6 to 30.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$41,864","$37,707","$46,021","$37,707 to $46,021"
"2018","37","37011","Avery County (NC)","15,099","2,542","1,953","3,131","1,953 to 3,131","16.8","12.9","20.7","12.9 to 20.7","2,515","638","466","810","466 to 810","25.4","18.6","32.2","18.6 to 32.2","1,864","454","325","583","325 to 583","24.4","17.5","31.3","17.5 to 31.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$41,701","$37,312","$46,090","$37,312 to $46,090"
"2018","37","37013","Beaufort County (NC)","46,542","8,429","6,825","10,033","6,825 to 10,033","18.1","14.7","21.5","14.7 to 21.5","9,313","2,564","1,908","3,220","1,908 to 3,220","27.5","20.5","34.5","20.5 to 34.5","7,048","1,846","1,316","2,376","1,316 to 2,376","26.2","18.7","33.7","18.7 to 33.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$46,411","$42,615","$50,207","$42,615 to $50,207"
"2018","37","37015","Bertie County (NC)","17,740","4,172","3,255","5,089","3,255 to 5,089","23.5","18.3","28.7","18.3 to 28.7","3,286","1,053","756","1,350","756 to 1,350","32.0","23.0","41.0","23.0 to 41.0","2,470","750","519","981","519 to 981","30.4","21.1","39.7","21.1 to 39.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$35,433","$31,708","$39,158","$31,708 to $39,158"
"2018","37","37017","Bladen County (NC)","32,810","9,542","8,387","10,697","8,387 to 10,697","29.1","25.6","32.6","25.6 to 32.6","6,670","2,945","2,539","3,351","2,539 to 3,351","44.2","38.1","50.3","38.1 to 50.3","4,979","2,079","1,767","2,391","1,767 to 2,391","41.8","35.5","48.1","35.5 to 48.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$36,976","$33,064","$40,888","$33,064 to $40,888"
"2018","37","37019","Brunswick County (NC)","135,519","14,203","11,568","16,838","11,568 to 16,838","10.5","8.6","12.4","8.6 to 12.4","20,413","4,104","2,982","5,226","2,982 to 5,226","20.1","14.6","25.6","14.6 to 25.6","15,085","2,861","2,020","3,702","2,020 to 3,702","19.0","13.4","24.6","13.4 to 24.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$60,163","$57,620","$62,706","$57,620 to $62,706"
"2018","37","37021","Buncombe County (NC)","251,887","28,859","24,589","33,129","24,589 to 33,129","11.5","9.8","13.2","9.8 to 13.2","46,634","7,814","6,000","9,628","6,000 to 9,628","16.8","12.9","20.7","12.9 to 20.7","33,776","5,599","4,237","6,961","4,237 to 6,961","16.6","12.6","20.6","12.6 to 20.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$53,960","$50,900","$57,020","$50,900 to $57,020"
"2018","37","37023","Burke County (NC)","87,400","12,278","10,134","14,422","10,134 to 14,422","14.0","11.5","16.5","11.5 to 16.5","16,381","3,372","2,495","4,249","2,495 to 4,249","20.6","15.2","26.0","15.2 to 26.0","12,031","2,399","1,708","3,090","1,708 to 3,090","19.9","14.2","25.6","14.2 to 25.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$44,946","$41,255","$48,637","$41,255 to $48,637"
"2018","37","37025","Cabarrus County (NC)","209,291","18,839","15,769","21,909","15,769 to 21,909","9.0","7.5","10.5","7.5 to 10.5","53,182","6,867","5,409","8,325","5,409 to 8,325","12.9","10.2","15.6","10.2 to 15.6","39,540","4,325","3,201","5,449","3,201 to 5,449","10.9","8.1","13.7","8.1 to 13.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$69,297","$66,064","$72,530","$66,064 to $72,530"
"2018","37","37027","Caldwell County (NC)","80,916","12,830","10,778","14,882","10,778 to 14,882","15.9","13.4","18.4","13.4 to 18.4","16,120","3,603","2,761","4,445","2,761 to 4,445","22.4","17.2","27.6","17.2 to 27.6","11,952","2,424","1,775","3,073","1,775 to 3,073","20.3","14.9","25.7","14.9 to 25.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$43,328","$40,396","$46,260","$40,396 to $46,260"
"2018","37","37029","Camden County (NC)","10,685","884","683","1,085","683 to 1,085","8.3","6.4","10.2","6.4 to 10.2","2,418","240","177","303","177 to 303","9.9","7.3","12.5","7.3 to 12.5","1,847","166","119","213","119 to 213","9.0","6.5","11.5","6.5 to 11.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$65,955","$58,833","$73,077","$58,833 to $73,077"
"2018","37","37031","Carteret County (NC)","68,403","6,717","5,304","8,130","5,304 to 8,130","9.8","7.7","11.9","7.7 to 11.9","11,952","1,898","1,296","2,500","1,296 to 2,500","15.9","10.9","20.9","10.9 to 20.9","9,084","1,406","923","1,889","923 to 1,889","15.5","10.2","20.8","10.2 to 20.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$55,052","$52,153","$57,951","$52,153 to $57,951"
"2018","37","37033","Caswell County (NC)","21,349","3,642","2,831","4,453","2,831 to 4,453","17.1","13.3","20.9","13.3 to 20.9","4,192","1,176","897","1,455","897 to 1,455","28.1","21.5","34.7","21.5 to 34.7","3,094","821","601","1,041","601 to 1,041","26.5","19.4","33.6","19.4 to 33.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$45,517","$41,286","$49,748","$41,286 to $49,748"
"2018","37","37035","Catawba County (NC)","155,906","20,321","17,237","23,405","17,237 to 23,405","13.0","11.0","15.0","11.0 to 15.0","34,325","6,873","5,668","8,078","5,668 to 8,078","20.0","16.5","23.5","16.5 to 23.5","25,443","4,754","3,780","5,728","3,780 to 5,728","18.7","14.9","22.5","14.9 to 22.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$53,738","$50,278","$57,198","$50,278 to $57,198"
"2018","37","37037","Chatham County (NC)","72,270","6,709","5,351","8,067","5,351 to 8,067","9.3","7.4","11.2","7.4 to 11.2","14,550","2,060","1,546","2,574","1,546 to 2,574","14.2","10.7","17.7","10.7 to 17.7","10,976","1,442","1,041","1,843","1,041 to 1,843","13.1","9.4","16.8","9.4 to 16.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$73,703","$68,568","$78,838","$68,568 to $78,838"
"2018","37","37039","Cherokee County (NC)","27,977","5,253","4,253","6,253","4,253 to 6,253","18.8","15.2","22.4","15.2 to 22.4","4,680","1,307","956","1,658","956 to 1,658","27.9","20.4","35.4","20.4 to 35.4","3,487","901","625","1,177","625 to 1,177","25.8","17.9","33.7","17.9 to 33.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$41,262","$37,796","$44,728","$37,796 to $44,728"
"2018","37","37041","Chowan County (NC)","13,755","2,370","1,819","2,921","1,819 to 2,921","17.2","13.2","21.2","13.2 to 21.2","2,774","839","608","1,070","608 to 1,070","30.2","21.9","38.5","21.9 to 38.5","2,108","595","414","776","414 to 776","28.2","19.6","36.8","19.6 to 36.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$42,618","$38,343","$46,893","$38,343 to $46,893"
"2018","37","37043","Clay County (NC)","10,998","1,602","1,237","1,967","1,237 to 1,967","14.6","11.3","17.9","11.3 to 17.9","1,878","454","321","587","321 to 587","24.2","17.1","31.3","17.1 to 31.3","1,398","286","188","384","188 to 384","20.5","13.5","27.5","13.5 to 27.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$42,878","$38,262","$47,494","$38,262 to $47,494"
"2018","37","37045","Cleveland County (NC)","95,675","18,301","15,799","20,803","15,799 to 20,803","19.1","16.5","21.7","16.5 to 21.7","21,051","5,974","4,846","7,102","4,846 to 7,102","28.4","23.0","33.8","23.0 to 33.8","15,599","4,226","3,359","5,093","3,359 to 5,093","27.1","21.5","32.7","21.5 to 32.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$42,728","$39,498","$45,958","$39,498 to $45,958"
"2018","37","37047","Columbus County (NC)","52,468","13,279","10,915","15,643","10,915 to 15,643","25.3","20.8","29.8","20.8 to 29.8","11,398","4,126","3,218","5,034","3,218 to 5,034","36.2","28.2","44.2","28.2 to 44.2","8,509","2,892","2,165","3,619","2,165 to 3,619","34.0","25.5","42.5","25.5 to 42.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$36,862","$33,275","$40,449","$33,275 to $40,449"
"2018","37","37049","Craven County (NC)","97,314","14,513","12,133","16,893","12,133 to 16,893","14.9","12.5","17.3","12.5 to 17.3","21,828","4,754","3,659","5,849","3,659 to 5,849","21.8","16.8","26.8","16.8 to 26.8","15,449","3,471","2,644","4,298","2,644 to 4,298","22.5","17.1","27.9","17.1 to 27.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$50,748","$46,885","$54,611","$46,885 to $54,611"
"2018","37","37051","Cumberland County (NC)","316,337","53,788","48,509","59,067","48,509 to 59,067","17.0","15.3","18.7","15.3 to 18.7","80,565","19,073","16,161","21,985","16,161 to 21,985","23.7","20.1","27.3","20.1 to 27.3","55,550","12,343","9,988","14,698","9,988 to 14,698","22.2","18.0","26.4","18.0 to 26.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$46,779","$45,289","$48,269","$45,289 to $48,269"
"2018","37","37053","Currituck County (NC)","26,867","2,602","2,051","3,153","2,051 to 3,153","9.7","7.7","11.7","7.7 to 11.7","5,969","821","597","1,045","597 to 1,045","13.8","10.0","17.6","10.0 to 17.6","4,426","550","383","717","383 to 717","12.4","8.6","16.2","8.6 to 16.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$64,426","$58,249","$70,603","$58,249 to $70,603"
"2018","37","37055","Dare County (NC)","36,224","2,992","2,277","3,707","2,277 to 3,707","8.3","6.3","10.3","6.3 to 10.3","6,753","921","659","1,183","659 to 1,183","13.6","9.7","17.5","9.7 to 17.5","5,096","659","454","864","454 to 864","12.9","8.9","16.9","8.9 to 16.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$64,768","$61,397","$68,139","$61,397 to $68,139"
"2018","37","37057","Davidson County (NC)","164,639","24,694","21,465","27,923","21,465 to 27,923","15.0","13.0","17.0","13.0 to 17.0","35,781","8,318","6,935","9,701","6,935 to 9,701","23.2","19.3","27.1","19.3 to 27.1","26,521","5,310","4,210","6,410","4,210 to 6,410","20.0","15.9","24.1","15.9 to 24.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$47,758","$44,183","$51,333","$44,183 to $51,333"
"2018","37","37059","Davie County (NC)","42,297","4,555","3,638","5,472","3,638 to 5,472","10.8","8.6","13.0","8.6 to 13.0","8,866","1,377","1,056","1,698","1,056 to 1,698","15.5","11.9","19.1","11.9 to 19.1","6,772","913","668","1,158","668 to 1,158","13.5","9.9","17.1","9.9 to 17.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$60,801","$55,683","$65,919","$55,683 to $65,919"
"2018","37","37061","Duplin County (NC)","58,302","11,877","9,702","14,052","9,702 to 14,052","20.4","16.7","24.1","16.7 to 24.1","13,686","4,198","3,317","5,079","3,317 to 5,079","30.7","24.3","37.1","24.3 to 37.1","10,111","2,761","2,041","3,481","2,041 to 3,481","27.3","20.2","34.4","20.2 to 34.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$42,725","$40,123","$45,327","$40,123 to $45,327"
"2018","37","37063","Durham County (NC)","303,115","41,063","35,561","46,565","35,561 to 46,565","13.5","11.7","15.3","11.7 to 15.3","64,645","12,484","10,005","14,963","10,005 to 14,963","19.3","15.5","23.1","15.5 to 23.1","44,393","8,406","6,511","10,301","6,511 to 10,301","18.9","14.6","23.2","14.6 to 23.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$59,329","$55,632","$63,026","$55,632 to $63,026"
"2018","37","37065","Edgecombe County (NC)","51,102","11,705","9,425","13,985","9,425 to 13,985","22.9","18.4","27.4","18.4 to 27.4","11,458","4,237","3,252","5,222","3,252 to 5,222","37.0","28.4","45.6","28.4 to 45.6","8,550","2,909","2,110","3,708","2,110 to 3,708","34.0","24.7","43.3","24.7 to 43.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$38,818","$35,506","$42,130","$35,506 to $42,130"
"2018","37","37067","Forsyth County (NC)","367,792","60,361","54,941","65,781","54,941 to 65,781","16.4","14.9","17.9","14.9 to 17.9","85,476","21,426","18,762","24,090","18,762 to 24,090","25.1","22.0","28.2","22.0 to 28.2","63,017","14,511","12,406","16,616","12,406 to 16,616","23.0","19.7","26.3","19.7 to 26.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$50,112","$47,826","$52,398","$47,826 to $52,398"
"2018","37","37069","Franklin County (NC)","65,847","8,394","6,636","10,152","6,636 to 10,152","12.7","10.0","15.4","10.0 to 15.4","14,510","2,906","2,195","3,617","2,195 to 3,617","20.0","15.1","24.9","15.1 to 24.9","10,751","2,013","1,478","2,548","1,478 to 2,548","18.7","13.7","23.7","13.7 to 23.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$57,710","$53,776","$61,644","$53,776 to $61,644"
"2018","37","37071","Gaston County (NC)","219,176","31,172","27,439","34,905","27,439 to 34,905","14.2","12.5","15.9","12.5 to 15.9","49,034","9,423","7,557","11,289","7,557 to 11,289","19.2","15.4","23.0","15.4 to 23.0","35,858","5,942","4,441","7,443","4,441 to 7,443","16.6","12.4","20.8","12.4 to 20.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$52,798","$50,131","$55,465","$50,131 to $55,465"
"2018","37","37073","Gates County (NC)","11,466","1,747","1,343","2,151","1,343 to 2,151","15.2","11.7","18.7","11.7 to 18.7","2,299","486","357","615","357 to 615","21.1","15.5","26.7","15.5 to 26.7","1,760","344","246","442","246 to 442","19.5","14.0","25.0","14.0 to 25.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$51,746","$47,143","$56,349","$47,143 to $56,349"
"2018","37","37075","Graham County (NC)","8,342","1,575","1,237","1,913","1,237 to 1,913","18.9","14.8","23.0","14.8 to 23.0","1,640","431","319","543","319 to 543","26.3","19.5","33.1","19.5 to 33.1","1,240","301","214","388","214 to 388","24.3","17.3","31.3","17.3 to 31.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$39,502","$35,223","$43,781","$35,223 to $43,781"
"2018","37","37077","Granville County (NC)","56,365","7,331","5,823","8,839","5,823 to 8,839","13.0","10.3","15.7","10.3 to 15.7","11,999","2,287","1,744","2,830","1,744 to 2,830","19.1","14.6","23.6","14.6 to 23.6","8,968","1,650","1,237","2,063","1,237 to 2,063","18.4","13.8","23.0","13.8 to 23.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$58,956","$54,412","$63,500","$54,412 to $63,500"
"2018","37","37079","Greene County (NC)","18,412","4,319","3,447","5,191","3,447 to 5,191","23.5","18.8","28.2","18.8 to 28.2","4,137","1,419","1,075","1,763","1,075 to 1,763","34.3","26.0","42.6","26.0 to 42.6","3,123","1,000","725","1,275","725 to 1,275","32.0","23.2","40.8","23.2 to 40.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$43,591","$39,840","$47,342","$39,840 to $47,342"
"2018","37","37081","Guilford County (NC)","514,980","79,267","72,075","86,459","72,075 to 86,459","15.4","14.0","16.8","14.0 to 16.8","116,791","27,022","23,493","30,551","23,493 to 30,551","23.1","20.1","26.1","20.1 to 26.1","85,481","18,903","16,185","21,621","16,185 to 21,621","22.1","18.9","25.3","18.9 to 25.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$52,166","$50,314","$54,018","$50,314 to $54,018"
"2018","37","37083","Halifax County (NC)","49,077","10,800","8,778","12,822","8,778 to 12,822","22.0","17.9","26.1","17.9 to 26.1","10,653","3,583","2,693","4,473","2,693 to 4,473","33.6","25.2","42.0","25.2 to 42.0","7,888","2,469","1,778","3,160","1,778 to 3,160","31.3","22.5","40.1","22.5 to 40.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$36,760","$34,509","$39,011","$34,509 to $39,011"
"2018","37","37085","Harnett County (NC)","130,456","18,802","16,020","21,584","16,020 to 21,584","14.4","12.3","16.5","12.3 to 16.5","34,353","6,760","5,398","8,122","5,398 to 8,122","19.7","15.7","23.7","15.7 to 23.7","24,430","5,000","3,971","6,029","3,971 to 6,029","20.5","16.3","24.7","16.3 to 24.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$51,225","$48,443","$54,007","$48,443 to $54,007"
"2018","37","37087","Haywood County (NC)","61,380","8,071","6,348","9,794","6,348 to 9,794","13.1","10.3","15.9","10.3 to 15.9","11,076","2,415","1,748","3,082","1,748 to 3,082","21.8","15.8","27.8","15.8 to 27.8","8,079","1,622","1,124","2,120","1,124 to 2,120","20.1","13.9","26.3","13.9 to 26.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$47,183","$43,120","$51,246","$43,120 to $51,246"
"2018","37","37089","Henderson County (NC)","115,358","11,212","8,944","13,480","8,944 to 13,480","9.7","7.7","11.7","7.7 to 11.7","21,644","3,354","2,396","4,312","2,396 to 4,312","15.5","11.1","19.9","11.1 to 19.9","16,051","2,403","1,653","3,153","1,653 to 3,153","15.0","10.3","19.7","10.3 to 19.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$54,012","$50,860","$57,164","$50,860 to $57,164"
